fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,General Operating Fund,Human Services,2,Purchase of Services,284,Ground and Building Rental,265924
2015,General Operating Fund,Human Services,2,Purchase of Services,285,Rents,98439
2015,General Operating Fund,Human Services,2,Purchase of Services,286,Rental of Parking Spaces,19857
2015,General Operating Fund,Human Services,2,Purchase of Services,290,Payments for Care of Individuals,34571531
2015,General Operating Fund,Human Services,2,Purchase of Services,298,Payments for Burials and Graves,1647
2015,General Operating Fund,Human Services,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),3166
2015,General Operating Fund,Human Services,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",3804
2015,General Operating Fund,Human Services,3,Materials and Supplies,304,Books and Other Publications,2783
2015,General Operating Fund,Human Services,3,Materials and Supplies,305,Building and Construction,18055
2015,General Operating Fund,Human Services,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,74236
2015,General Operating Fund,Human Services,3,Materials and Supplies,310,Electrical and Communication,4784
2015,General Operating Fund,Human Services,3,Materials and Supplies,311,General Equipment and Machinery,75
2015,General Operating Fund,Human Services,3,Materials and Supplies,312,Fire Fighting and Safety,31520
2015,General Operating Fund,Human Services,3,Materials and Supplies,313,Food,287904
2015,General Operating Fund,Human Services,3,Materials and Supplies,316,General Hardware and Minor Tools,3760
2015,General Operating Fund,Human Services,3,Materials and Supplies,317,Hospital and Laboratory,4091
2015,General Operating Fund,Human Services,3,Materials and Supplies,318,"Janitorial, Laundry and Household",40492
2015,General Operating Fund,Human Services,3,Materials and Supplies,320,Office Materials and Supplies,134187
2015,General Operating Fund,Human Services,3,Materials and Supplies,322,Small Power Tools and Hand Tools,500
2015,General Operating Fund,Human Services,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,7692
2015,General Operating Fund,Human Services,3,Materials and Supplies,324,"Precision, Photographic and Artists",35256
2015,General Operating Fund,Human Services,3,Materials and Supplies,325,Printing,12905
2015,General Operating Fund,Human Services,3,Materials and Supplies,326,Recreational and Educational,3895
2015,General Operating Fund,Human Services,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,250
2015,General Operating Fund,Human Services,3,Materials and Supplies,335,Lubricants,1123
2015,General Operating Fund,Human Services,3,Materials and Supplies,340,#2 Diesel Fuel,4251
2015,General Operating Fund,Human Services,3,Materials and Supplies,399,Other Materials and Supplies (noc),911
2015,General Operating Fund,Human Services,4,Equipment,410,Electrical Lighting Communication,33445
2015,General Operating Fund,Human Services,4,Equipment,411,General Equipment and Machinery,287
2015,General Operating Fund,Human Services,4,Equipment,412,Fire Fighting and Emergency,750
2015,General Operating Fund,Human Services,4,Equipment,420,Office Equipment,53672
2015,General Operating Fund,Human Services,4,Equipment,423,Plumbing/air Conditioning/space Htg,7619
2015,General Operating Fund,Human Services,4,Equipment,424,"Precision, Photographic and Artist",21359
2015,General Operating Fund,Human Services,4,Equipment,426,Recreational and Educational,17500
2015,General Operating Fund,Human Services,4,Equipment,427,Computer Equipment & Peripherals,86516
2015,General Operating Fund,Human Services,4,Equipment,428,Vehicles -- Motor and Motorless,34045
2015,General Operating Fund,Human Services,4,Equipment,430,Furniture and Furnishings,62349
2015,General Operating Fund,Human Services,4,Equipment,499,Other Equipment (noc),23798
2015,General Operating Fund,Prisons,1,Personal Services,100,Salary Control,429337
2015,General Operating Fund,Prisons,1,Personal Services,101,Perm Full Time-civilian,98068350
2015,General Operating Fund,Prisons,1,Personal Services,109,Plus/minus Gross Adj,763937
2015,General Operating Fund,Prisons,1,Personal Services,131,Board,3570
2015,General Operating Fund,Prisons,1,Personal Services,161,Overtime Civilian,26096577
2015,General Operating Fund,Prisons,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",2813079
2015,General Operating Fund,Prisons,1,Personal Services,181,Shift,911089
2015,General Operating Fund,Prisons,1,Personal Services,199,Sick Pay(b Time)-civilian,109323
2015,General Operating Fund,Prisons,2,Purchase of Services,201,Cleaning and Laundering,520000
2015,General Operating Fund,Prisons,2,Purchase of Services,202,Janitorial Services,57500
2015,General Operating Fund,Prisons,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,28000
2015,General Operating Fund,Prisons,2,Purchase of Services,210,Postage,22000
2015,General Operating Fund,Prisons,2,Purchase of Services,211,Transportation,90000
2015,General Operating Fund,Prisons,2,Purchase of Services,215,Licenses Permits Inspection Charges,7000
2015,General Operating Fund,Prisons,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,8000
2015,General Operating Fund,Prisons,2,Purchase of Services,250,Professional Consult/spec Services,86995642
2015,General Operating Fund,Prisons,2,Purchase of Services,255,Dues,8000
2015,General Operating Fund,Prisons,2,Purchase of Services,256,Seminar and Training Sessions,72000
2015,General Operating Fund,Prisons,2,Purchase of Services,257,Architectural & Engineering Srvcs,28580
2015,General Operating Fund,Prisons,2,Purchase of Services,260,Repair and Maintenance Charges,1750000
2015,General Operating Fund,Prisons,2,Purchase of Services,266,Maint/support-computr Hardware/soft,75000
2015,General Operating Fund,Prisons,2,Purchase of Services,285,Rents,205000
2015,General Operating Fund,Prisons,2,Purchase of Services,290,Payments for Care of Individuals,15193020
2015,General Operating Fund,Prisons,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),4880
2015,General Operating Fund,Prisons,3,Materials and Supplies,301,Agricultural and Botanical,1000
2015,General Operating Fund,Prisons,3,Materials and Supplies,302,"Animal, Livestock and Marine Life",1000
2015,General Operating Fund,Prisons,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",25000
2015,General Operating Fund,Prisons,3,Materials and Supplies,304,Books and Other Publications,12000
2015,General Operating Fund,Prisons,3,Materials and Supplies,305,Building and Construction,300000
2015,General Operating Fund,Prisons,3,Materials and Supplies,307,Chemicals and Gases,25000
2015,General Operating Fund,Prisons,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,1875000
2015,General Operating Fund,Prisons,3,Materials and Supplies,309,Cordage and Fibers,100
2015,General Operating Fund,Prisons,3,Materials and Supplies,310,Electrical and Communication,225000
2015,General Operating Fund,Prisons,3,Materials and Supplies,311,General Equipment and Machinery,72000
2015,General Operating Fund,Prisons,3,Materials and Supplies,312,Fire Fighting and Safety,185000
2015,General Operating Fund,Prisons,3,Materials and Supplies,313,Food,6000
2015,General Operating Fund,Prisons,3,Materials and Supplies,314,Fuel -- Heating and Lighting,90000
2015,General Operating Fund,Prisons,3,Materials and Supplies,316,General Hardware and Minor Tools,110000
2015,General Operating Fund,Prisons,3,Materials and Supplies,317,Hospital and Laboratory,80000
2015,General Operating Fund,Prisons,3,Materials and Supplies,318,"Janitorial, Laundry and Household",560000
2015,General Operating Fund,Prisons,3,Materials and Supplies,320,Office Materials and Supplies,170000
2015,General Operating Fund,Prisons,3,Materials and Supplies,322,Small Power Tools and Hand Tools,20000
2015,General Operating Fund,Prisons,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,237000
2015,General Operating Fund,Prisons,3,Materials and Supplies,324,"Precision, Photographic and Artists",191000
2015,General Operating Fund,Prisons,3,Materials and Supplies,325,Printing,80000
2015,General Operating Fund,Prisons,3,Materials and Supplies,326,Recreational and Educational,1800
2015,General Operating Fund,Prisons,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,5000
2015,General Operating Fund,Prisons,3,Materials and Supplies,340,#2 Diesel Fuel,8000
2015,General Operating Fund,Prisons,3,Materials and Supplies,342,Liquid Propane Gas (lpg),4000
2015,General Operating Fund,Prisons,3,Materials and Supplies,399,Other Materials and Supplies (noc),20228
2015,General Operating Fund,Prisons,4,Equipment,410,Electrical Lighting Communication,493429
2015,General Operating Fund,Prisons,4,Equipment,411,General Equipment and Machinery,15000
2015,General Operating Fund,Prisons,4,Equipment,412,Fire Fighting and Emergency,2400
2015,General Operating Fund,Prisons,4,Equipment,418,Janitorial and Laundry,25000
2015,General Operating Fund,Prisons,4,Equipment,420,Office Equipment,5000
2015,General Operating Fund,Prisons,4,Equipment,423,Plumbing/air Conditioning/space Htg,125000
2015,General Operating Fund,Prisons,4,Equipment,424,"Precision, Photographic and Artist",3000
2015,General Operating Fund,Prisons,4,Equipment,426,Recreational and Educational,5000
2015,General Operating Fund,Prisons,4,Equipment,427,Computer Equipment & Peripherals,175000
2015,General Operating Fund,Prisons,4,Equipment,430,Furniture and Furnishings,75000
2015,General Operating Fund,Prisons,4,Equipment,499,Other Equipment (noc),12216
2015,General Operating Fund,Prisons,5,"Contributions, Indemnities, Refunds, Taxes",506,Prisoner Inmate & Resident Payments,1301757
2015,General Operating Fund,Office of Supportive Housing,1,Personal Services,100,Salary Control,11500
2015,General Operating Fund,Office of Supportive Housing,1,Personal Services,101,Perm Full Time-civilian,7712864
2015,General Operating Fund,Office of Supportive Housing,1,Personal Services,161,Overtime Civilian,193949
2015,General Operating Fund,Office of Supportive Housing,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",41495
2015,General Operating Fund,Office of Supportive Housing,1,Personal Services,181,Shift,21092
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,201,Cleaning and Laundering,36000
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,209,Telephone,35000
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,210,Postage,15500
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,211,Transportation,44800
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,215,Licenses Permits Inspection Charges,150
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,216,Commercial Off-shelf Comp Software,9000
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,250,Professional Consult/spec Services,4688319
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,251,Information Technology-prof Service,174714
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,253,Legal Services,80000
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,254,Mental Health & Retardation Service,16200
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,255,Dues,1500
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,256,Seminar and Training Sessions,5500
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,260,Repair and Maintenance Charges,62000
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,284,Ground and Building Rental,3465702
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,285,Rents,25000
2015,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,290,Payments for Care of Individuals,26957236
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",10000
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,305,Building and Construction,7868
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,22598
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,310,Electrical and Communication,2767
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,313,Food,2500
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,314,Fuel -- Heating and Lighting,7500
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,316,General Hardware and Minor Tools,5700
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,317,Hospital and Laboratory,12000
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,318,"Janitorial, Laundry and Household",43383
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,320,Office Materials and Supplies,26314
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,324,"Precision, Photographic and Artists",9148
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,325,Printing,10000
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,326,Recreational and Educational,1800
2015,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,399,Other Materials and Supplies (noc),599
2015,General Operating Fund,Office of Supportive Housing,4,Equipment,418,Janitorial and Laundry,20000
2015,General Operating Fund,Office of Supportive Housing,4,Equipment,420,Office Equipment,38010
2015,General Operating Fund,Office of Supportive Housing,4,Equipment,427,Computer Equipment & Peripherals,50388
2015,General Operating Fund,Office of Supportive Housing,4,Equipment,430,Furniture and Furnishings,73552
2015,General Operating Fund,Office of Supportive Housing,5,"Contributions, Indemnities, Refunds, Taxes",506,Prisoner Inmate & Resident Payments,32421
2015,General Operating Fund,Fleet Management,1,Personal Services,100,Salary Control,200737
2015,General Operating Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,13327219
2015,General Operating Fund,Fleet Management,1,Personal Services,121,Temporary Seasonal,39936
2015,General Operating Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,1975119
2015,General Operating Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",128330
2015,General Operating Fund,Fleet Management,1,Personal Services,181,Shift,69166
2015,General Operating Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,60000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,254000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,209,Telephone,10000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,210,Postage,2000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,211,Transportation,10000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,65000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,464000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,251,Information Technology-prof Service,180000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,255,Dues,2000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,24000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,3555396
2015,General Operating Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,6000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,283,Lease Purchase -- Vehicles,4500000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,285,Rents,74000
2015,General Operating Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,398000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,52000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,136000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,138000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,123000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,4000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,311,General Equipment and Machinery,4000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,24000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,313,Food,2000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,314,Fuel -- Heating and Lighting,14000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,50000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,8000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",60000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,320,Office Materials and Supplies,25000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,70000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,1000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,324,"Precision, Photographic and Artists",14500
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,325,Printing,10000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,8303811
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,523900
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,7060000
2015,General Operating Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,10140000
2015,General Operating Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,178000
2015,General Operating Fund,Fleet Management,4,Equipment,420,Office Equipment,8000
2015,General Operating Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,2000
2015,General Operating Fund,Fleet Management,4,Equipment,424,"Precision, Photographic and Artist",2000
2015,General Operating Fund,Fleet Management,4,Equipment,428,Vehicles -- Motor and Motorless,7465000
2015,General Operating Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,10000
2015,General Operating Fund,Licenses & Inspections,1,Personal Services,100,Salary Control,120000
2015,General Operating Fund,Licenses & Inspections,1,Personal Services,101,Perm Full Time-civilian,16225590
2015,General Operating Fund,Licenses & Inspections,1,Personal Services,121,Temporary Seasonal,40000
2015,General Operating Fund,Licenses & Inspections,1,Personal Services,161,Overtime Civilian,485000
2015,General Operating Fund,Licenses & Inspections,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",5350
2015,General Operating Fund,Licenses & Inspections,1,Personal Services,181,Shift,1250
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,201,Cleaning and Laundering,286
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,202,Janitorial Services,33851
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,209,Telephone,23816
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,210,Postage,500
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,211,Transportation,179557
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1000
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,240,Advertising/promotional Activities,5000
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,250,Professional Consult/spec Services,494175
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,255,Dues,8500
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,256,Seminar and Training Sessions,461885
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,258,Court Reporters,1000
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,260,Repair and Maintenance Charges,353000
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,262,Demolition of Buildings,8408812
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,264,Abatement of Other Nuisances,30000
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,266,Maint/support-computr Hardware/soft,6038
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,285,Rents,4365
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,286,Rental of Parking Spaces,30000
2015,General Operating Fund,Licenses & Inspections,2,Purchase of Services,295,Purchase Services-imprest Advances,750
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,304,Books and Other Publications,8700
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,305,Building and Construction,57400
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,307,Chemicals and Gases,700
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,9000
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,310,Electrical and Communication,1736
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,311,General Equipment and Machinery,500
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,312,Fire Fighting and Safety,2000
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,316,General Hardware and Minor Tools,4100
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,317,Hospital and Laboratory,6500
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,318,"Janitorial, Laundry and Household",23000
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,320,Office Materials and Supplies,55552
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,322,Small Power Tools and Hand Tools,3200
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,324,"Precision, Photographic and Artists",47000
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,325,Printing,28000
2015,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,1000
2015,General Operating Fund,Licenses & Inspections,4,Equipment,405,"Construction, Dredging, Conveying",800
2015,General Operating Fund,Licenses & Inspections,4,Equipment,411,General Equipment and Machinery,2200
2015,General Operating Fund,Licenses & Inspections,4,Equipment,420,Office Equipment,12200
2015,General Operating Fund,Licenses & Inspections,4,Equipment,423,Plumbing/air Conditioning/space Htg,1300
2015,General Operating Fund,Licenses & Inspections,4,Equipment,424,"Precision, Photographic and Artist",4800
2015,General Operating Fund,Licenses & Inspections,4,Equipment,427,Computer Equipment & Peripherals,291025
2015,General Operating Fund,Licenses & Inspections,4,Equipment,430,Furniture and Furnishings,22900
2015,General Operating Fund,Licenses & Inspections,4,Equipment,499,Other Equipment (noc),400000
2015,General Operating Fund,Board of Licenses & Inspections,1,Personal Services,101,Perm Full Time-civilian,95118
2015,General Operating Fund,Board of Licenses & Inspections,1,Personal Services,131,Board,58074
2015,General Operating Fund,Board of Licenses & Inspections,2,Purchase of Services,258,Court Reporters,10436
2015,General Operating Fund,Board of Building Standards,1,Personal Services,101,Perm Full Time-civilian,48845
2015,General Operating Fund,Board of Building Standards,1,Personal Services,131,Board,24384
2015,General Operating Fund,Zoning Board,1,Personal Services,101,Perm Full Time-civilian,220157
2015,General Operating Fund,Zoning Board,1,Personal Services,131,Board,102699
2015,General Operating Fund,Zoning Board,2,Purchase of Services,258,Court Reporters,34541
2015,General Operating Fund,Records,1,Personal Services,100,Salary Control,89059
2015,General Operating Fund,Records,1,Personal Services,101,Perm Full Time-civilian,2658800
2015,General Operating Fund,Records,1,Personal Services,109,Plus/minus Gross Adj,50175
2015,General Operating Fund,Records,1,Personal Services,161,Overtime Civilian,197881
2015,General Operating Fund,Records,1,Personal Services,181,Shift,1881
2015,General Operating Fund,Records,2,Purchase of Services,210,Postage,2049
2015,General Operating Fund,Records,2,Purchase of Services,211,Transportation,330
2015,General Operating Fund,Records,2,Purchase of Services,216,Commercial Off-shelf Comp Software,16498
2015,General Operating Fund,Records,2,Purchase of Services,250,Professional Consult/spec Services,1261410
2015,General Operating Fund,Records,2,Purchase of Services,255,Dues,1728
2015,General Operating Fund,Records,2,Purchase of Services,260,Repair and Maintenance Charges,79924
2015,General Operating Fund,Records,2,Purchase of Services,266,Maint/support-computr Hardware/soft,166799
2015,General Operating Fund,Records,2,Purchase of Services,285,Rents,6000
2015,General Operating Fund,Records,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),4041
2015,General Operating Fund,Records,3,Materials and Supplies,304,Books and Other Publications,787
2015,General Operating Fund,Records,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,50
2015,General Operating Fund,Records,3,Materials and Supplies,318,"Janitorial, Laundry and Household",50
2015,General Operating Fund,Records,3,Materials and Supplies,320,Office Materials and Supplies,30511
2015,General Operating Fund,Records,3,Materials and Supplies,324,"Precision, Photographic and Artists",24764
2015,General Operating Fund,Records,3,Materials and Supplies,325,Printing,4340
2015,General Operating Fund,Records,4,Equipment,420,Office Equipment,6693
2015,General Operating Fund,Records,4,Equipment,427,Computer Equipment & Peripherals,65000
2015,General Operating Fund,Records,4,Equipment,430,Furniture and Furnishings,3640
2015,General Operating Fund,Records,4,Equipment,499,Other Equipment (noc),7923
2015,General Operating Fund,Records,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,1456
2015,General Operating Fund,Historical Commission,1,Personal Services,101,Perm Full Time-civilian,405377
2015,General Operating Fund,Historical Commission,1,Personal Services,131,Board,5164
2015,General Operating Fund,Historical Commission,2,Purchase of Services,260,Repair and Maintenance Charges,980
2015,General Operating Fund,Historical Commission,3,Materials and Supplies,320,Office Materials and Supplies,809
2015,General Operating Fund,Art Museum,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,2550000
2015,General Operating Fund,Director of Finance,1,Personal Services,100,Salary Control,396201
2015,General Operating Fund,Director of Finance,1,Personal Services,101,Perm Full Time-civilian,8414610
2015,General Operating Fund,Director of Finance,1,Personal Services,111,Perm Part Time,14634
2015,General Operating Fund,Director of Finance,1,Personal Services,121,Temporary Seasonal,30000
2015,General Operating Fund,Director of Finance,1,Personal Services,131,Board,45000
2015,General Operating Fund,Director of Finance,1,Personal Services,161,Overtime Civilian,34586
2015,General Operating Fund,Director of Finance,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",915
2015,General Operating Fund,Director of Finance,1,Personal Services,181,Shift,100
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,1000000
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,36159043
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,188,Worker's Comp-medical,27944735
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,20086278
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,110413101
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,1167961775
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,48738958
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,387871657
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,7750000
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,4183450
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,5080260
2015,General Operating Fund,Finance - Employee Benefits,1,Personal Services,197,Auto Mechanic Tool Insurance,125000
2015,General Operating Fund,Director of Finance,2,Purchase of Services,210,Postage,3073
2015,General Operating Fund,Director of Finance,2,Purchase of Services,211,Transportation,3000
2015,General Operating Fund,Director of Finance,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,66102
2015,General Operating Fund,Director of Finance,2,Purchase of Services,240,Advertising/promotional Activities,46
2015,General Operating Fund,Director of Finance,2,Purchase of Services,250,Professional Consult/spec Services,2226975
2015,General Operating Fund,Director of Finance,2,Purchase of Services,251,Information Technology-prof Service,1412500
2015,General Operating Fund,Director of Finance,2,Purchase of Services,252,Accounting and Auditing Services,40000
2015,General Operating Fund,Director of Finance,2,Purchase of Services,255,Dues,91946
2015,General Operating Fund,Director of Finance,2,Purchase of Services,256,Seminar and Training Sessions,2759
2015,General Operating Fund,Director of Finance,2,Purchase of Services,258,Court Reporters,15849
2015,General Operating Fund,Director of Finance,2,Purchase of Services,260,Repair and Maintenance Charges,13645
2015,General Operating Fund,Director of Finance,2,Purchase of Services,266,Maint/support-computr Hardware/soft,29901
2015,General Operating Fund,Director of Finance,2,Purchase of Services,277,Witness Fees,171518
2015,General Operating Fund,Director of Finance,2,Purchase of Services,280,Insurance and Official Bonds,1056900
2015,General Operating Fund,Director of Finance,2,Purchase of Services,285,Rents,3940
2015,General Operating Fund,Director of Finance,2,Purchase of Services,286,Rental of Parking Spaces,1000
2015,General Operating Fund,Director of Finance,2,Purchase of Services,298,Payments for Burials and Graves,161345
2015,General Operating Fund,Director of Finance,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),1980
2015,General Operating Fund,Director of Finance,3,Materials and Supplies,304,Books and Other Publications,14731
2015,General Operating Fund,Director of Finance,3,Materials and Supplies,320,Office Materials and Supplies,47078
2015,General Operating Fund,Director of Finance,3,Materials and Supplies,324,"Precision, Photographic and Artists",5734
2015,General Operating Fund,Director of Finance,3,Materials and Supplies,325,Printing,27615
2015,General Operating Fund,Director of Finance,4,Equipment,420,Office Equipment,12616
2015,General Operating Fund,Director of Finance,4,Equipment,427,Computer Equipment & Peripherals,3000
